medallion,hack_license,vendor_id,pickup_datetime	rate_code,store_and_fwd_flag,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
2013000909,2013000906,VTS,2013-01-01 00:05:00	1,,2013-01-01 00:15:00,1,600,2.16,-73.982056,40.778656,-73.959343,40.772663,CSH,10,0.5,0.5,0,0,11
2013000916,2013000913,CMT,2013-01-01 00:05:01	1,,2013-01-01 00:11:00,1,360,1.02,-73.994003,40.726692,-73.982262,40.731827,CSH,6,0.5,0.5,0,0,7
2013000927,2013000924,CMT,2013-01-01 00:05:03	1,N,2013-01-01 00:18:27,1,806,8.80,-73.86544,40.770855,-73.982506,40.742542,CRD,25,0.5,0.5,6.15,4.8,36.95
2013000931,2013000928,CMT,2013-01-01 00:05:05	1,N,2013-01-01 00:09:18,1,254,.70,-73.98423,40.743702,-73.991394,40.748859,CSH,5,0.5,0.5,0,0,6
2013000936,2013000933,CMT,2013-01-01 00:05:09	2,N,2013-01-01 01:01:30,1,3384,.50,-73.964775,40.764187,-73.959099,40.770725,CSH,52,0,0.5,0,0,52.5
2013000939,2013000936,CMT,2013-01-01 00:05:10	1,N,2013-01-01 00:10:12,1,302,.80,-73.979408,40.74976,-73.989525,40.743195,CSH,5.5,0.5,0.5,0,0,6.5
2013000955,2013000952,CMT,2013-01-01 00:05:21	1,N,2013-01-01 00:15:11,1,600,4.20,-73.864098,40.770111,-73.932129,40.771461,CRD,14,0.5,0.5,3.75,0,18.75
2013000977,2013000974,CMT,2013-01-01 00:05:32	1,N,2013-01-01 00:15:38,1,616,1.80,-74.000069,40.728569,-73.980034,40.741604,CRD,9,0.5,0.5,2.5,0,12.5
2013000984,2013000981,CMT,2013-01-01 00:05:35	1,N,2013-01-01 00:10:48,1,316,1.00,-73.996323,40.759933,-73.995018,40.769886,CSH,5.5,0.5,0.5,0,0,6.5
2013000987,2013000984,CMT,2013-01-01 00:05:36	1,N,2013-01-01 00:07:32,1,116,.60,-74.002342,40.750378,-73.995102,40.756233,CRD,4,0.5,0.5,0.5,0,5.5
2013000991,2013000988,CMT,2013-01-01 00:05:38	1,N,2013-01-01 00:07:31,1,115,.60,-74.002258,40.750462,-73.994843,40.756184,CRD,4,0.5,0.5,0,0,5
2013000991,2013000988,CMT,2013-01-01 00:05:38	1,N,2013-01-01 00:09:52,1,254,1.00,-73.959679,40.773865,-73.954865,40.783382,CSH,5.5,0.5,0.5,0,0,6.5
